,Entity,Iteration,Probability,Relation,Value
24,concept:sportsteam:wake_forest,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:eagles_32_25
25,concept:sportsteam:wake_forest,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:virginia_tech
26,concept:sportsteam:wake_forest,850,0.96875,concept:teamplaysinleague,concept:sportsleague:acc
27,concept:sportsteam:wake_forest,850,0.999111506944731,concept:teamplayssport,concept:sport:basketball
28,concept:sportsteam:tar_heels,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:terps
29,concept:sportsteam:tar_heels,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:wake_forest
30,concept:sportsteam:tar_heels,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:duke_blue_devils
31,concept:sportsteam:tar_heels,850,0.98975,concept:teamplaysinleague,concept:sportsleague:acc
32,concept:sportsteam:tar_heels,850,1.0,concept:teamplayssport,concept:sport:basketball
33,concept:athlete:kovalchuk,850,0.9924624932079319,concept:athleteplaysforteam,concept:sportsteam:thrashers
34,concept:athlete:carlos_delfino,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
35,concept:sportsteam:liverpool,850,0.9998779296875,concept:teamplaysagainstteam,concept:sportsteam:manchester_united
36,concept:sportsteam:liverpool,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:spurs
37,concept:sportsteam:liverpool,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:ac_milan
38,concept:sportsteam:liverpool,850,0.9999999999999929,concept:teamplaysinleague,concept:sportsleague:fa
39,concept:sportsteam:liverpool,850,0.9998779296875,concept:teamplayssport,concept:sport:football
40,concept:sportsteam:greensboro,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
41,concept:sportsteam:france,847,0.9999923706054688,concept:teamplaysagainstteam,concept:sportsteam:brazil
42,concept:sportsteam:france,850,0.9999976196289062,concept:teamplayssport,concept:sport:golf
43,concept:geopoliticallocation:manchester_city,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:manchester_united
44,concept:geopoliticallocation:manchester_city,850,0.999969482421875,concept:teamplaysinleague,concept:sportsleague:fa
45,concept:sportsteam:northwestern,850,0.9990234375,concept:teamalsoknownas,concept:sportsteam:state_university
46,concept:sportsteam:northwestern,850,0.999218023796389,concept:teamplaysagainstteam,concept:sportsteam:michigan_state_spartans_mens_basketball
47,concept:sportsteam:northwestern,850,0.9995533731993225,concept:teamplaysagainstteam,concept:sportsteam:michigan_state
48,concept:sportsteam:northwestern,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:ohio_state_university
49,concept:sportsteam:northwestern,850,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
50,concept:sportsteam:northwestern,850,0.998046875,concept:teamplayssport,concept:sport:football
51,concept:sportsteam:italy,802,0.9998779296875,concept:teamplaysagainstteam,concept:sportsteam:brazil
52,concept:sportsteam:brazil,805,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:germany
53,concept:sportsteam:brazil,802,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:italy
54,concept:sportsteam:brazil,847,0.9999980926513672,concept:teamplaysagainstteam,concept:sportsteam:france
55,concept:sportsteam:brazil,850,0.9804999999999999,concept:teamplayssport,concept:sport:golf
56,concept:sportsteam:towson,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
57,concept:sportsteam:germany,845,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:brazil
58,concept:sportsteam:germany,829,0.9999999999999996,concept:teamplaysagainstteam,concept:sportsteam:italy
59,concept:sportsteam:germany,850,0.99025,concept:teamplayssport,concept:sport:golf
60,concept:athlete:dale_jarrett,850,1.0,concept:athleteplayssport,concept:hobby:car_racing
61,concept:athlete:jeff_hardy,850,1.0,concept:athleteplayssport,concept:sport:wrestling
62,concept:personasia:lance_armstrong,850,1.0,concept:athleteplayssport,concept:sport:cycling
63,concept:celebrity:jonathan_sanchez,850,0.9375,concept:athleteledsportsteam,concept:sportsteam:diamondbacks
64,concept:celebrity:jonathan_sanchez,850,0.9999999999999999,concept:athleteplaysforteam,concept:sportsteam:chicago_blackhawks
65,concept:celebrity:jonathan_sanchez,850,0.997452,concept:athleteplaysinleague,concept:sportsleague:nfl
66,concept:celebrity:jonathan_sanchez,850,0.999015625,concept:athleteplayssport,concept:sport:baseball
67,concept:athlete:williams,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:cavs
68,concept:athlete:williams,850,0.96875,concept:athleteplaysinleague,concept:sportsleague:nba
69,concept:athlete:williams,850,0.9998981442656462,concept:athleteplayssport,concept:sport:tennis
70,concept:athlete:lennox_lewis,850,1.0,concept:athleteplayssport,concept:sport:boxing
71,concept:athlete:antonio_tarver,850,1.0,concept:athleteplayssport,concept:sport:boxing
72,concept:athlete:john_lackey,850,1.0,concept:athleteplaysforteam,concept:sportsteam:anaheim_angels
73,concept:athlete:john_lackey,850,0.99971875,concept:athleteplayssport,concept:sport:baseball
74,concept:athlete:terry_bradshaw,850,1.0,concept:athleteplayssport,concept:sport:professional_football
75,concept:athlete:john_stockton,850,0.9921875,concept:athleteplaysforteam,concept:sportsteam:utah_jazz
76,concept:athlete:jason_williams,850,1.0,concept:athleteledsportsteam,concept:sportsteam:sacramento_kings
77,concept:athlete:jason_williams,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:miami_heat
78,concept:athlete:jason_williams,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
79,concept:athlete:jason_williams,850,0.948,concept:athleteplayssport,concept:sport:basketball
80,concept:athlete:craig_monroe,850,0.99609375,concept:athleteplaysforteam,concept:sportsteam:vancouver_canucks
81,concept:athlete:craig_monroe,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
82,concept:athlete:craig_monroe,850,0.9999936615701571,concept:athleteplayssport,concept:sport:baseball
83,concept:athlete:jonathan_coachman,850,1.0,concept:athleteplayssport,concept:sport:wrestling
84,concept:athlete:james_hardy,850,0.99609375,concept:athleteplaysforteam,concept:sportsteam:buffalo_bills
85,concept:athlete:shaquille_o__neal,850,1.0,concept:athleteledsportsteam,concept:sportsteam:phoenix_suns
86,concept:athlete:shaquille_o__neal,850,1.0,concept:athleteplaysforteam,concept:sportsteam:phoenix_suns
87,concept:athlete:shaquille_o__neal,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
88,concept:athlete:shaquille_o__neal,850,0.997296,concept:athleteplayssport,concept:sport:basketball
89,concept:female:shannon_stewart,850,0.999,concept:athleteplayssport,concept:sport:baseball
90,concept:personeurope:joe_valentine,850,0.9375,concept:athleteplayssport,concept:sport:baseball
91,concept:athlete:tayshaun_prince,850,0.96875,concept:athleteledsportsteam,concept:sportsteam:pistons
92,concept:athlete:tayshaun_prince,850,0.99609375,concept:athleteplaysforteam,concept:sportsteam:pistons
93,concept:athlete:tayshaun_prince,850,0.9517939129394895,concept:athleteplaysinleague,concept:sportsleague:nba
94,concept:athlete:tayshaun_prince,850,0.911,concept:athleteplayssport,concept:sport:basketball
95,concept:coach:manny_malhotra,850,0.9999974769893147,concept:athleteledsportsteam,concept:sportsteam:dodgers
96,concept:coach:manny_malhotra,850,1.0,concept:athleteplaysforteam,concept:sportsteam:capitals
97,concept:coach:manny_malhotra,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nhl
98,concept:coach:manny_malhotra,850,1.0,concept:athleteplayssport,concept:sport:hockey
99,concept:male:fernando_pisani,850,1.0,concept:athleteledsportsteam,concept:sportsteam:yankees
100,concept:male:fernando_pisani,850,1.0,concept:athleteplaysforteam,concept:sportsteam:knicks
101,concept:male:fernando_pisani,850,1.0,concept:athleteplaysinleague,concept:sportsleague:mlb
102,concept:male:fernando_pisani,850,1.0,concept:athleteplayssport,concept:sport:baseball
103,concept:athlete:brad_thompson,850,0.948,concept:athleteplaysinleague,concept:sportsleague:nfl
104,concept:athlete:brad_thompson,850,0.9375,concept:athleteplayssport,concept:sport:baseball
105,concept:personasia:donnie_avery,850,0.9921875,concept:athleteplaysforteam,concept:sportsteam:rams
106,concept:athlete:john_lannan,850,0.96875,concept:athleteplayssport,concept:sport:baseball
107,concept:athlete:rashard_lewis,850,0.9999990463256836,concept:athleteplaysforteam,concept:sportsteam:magic
108,concept:athlete:rashard_lewis,850,0.9521825948995088,concept:athleteplaysinleague,concept:sportsleague:nba
109,concept:athlete:rashard_lewis,850,0.911,concept:athleteplayssport,concept:sport:basketball
110,concept:male:chris_paul,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:new_orleans_hornets
111,concept:male:chris_paul,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
112,concept:male:chris_paul,850,0.9555,concept:athleteplayssport,concept:sport:basketball
113,concept:athlete:jamal_crawford,850,0.96875,concept:athleteledsportsteam,concept:sportsteam:boston_redsox
114,concept:athlete:jamal_crawford,850,0.999969482421875,concept:athleteplaysforteam,concept:sportsteam:knicks
115,concept:athlete:jamal_crawford,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
116,concept:athlete:jamal_crawford,850,1.0,concept:athleteplayssport,concept:sport:baseball
117,concept:coach:mike_green,850,0.96875,concept:athleteledsportsteam,concept:sportsteam:bobcats
118,concept:coach:mike_green,850,0.998046875,concept:athleteplaysforteam,concept:sportsteam:capitals
119,concept:coach:mike_green,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
120,concept:coach:mike_green,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
121,concept:athlete:michael_finley,850,0.9921875,concept:athleteplaysforteam,concept:sportsteam:spurs
122,concept:athlete:michael_chang,850,1.0,concept:athleteplayssport,concept:sport:tennis
123,concept:athlete:rodney_stuckey,850,1.0,concept:athleteledsportsteam,concept:sportsteam:detroit_pistons
124,concept:athlete:rodney_stuckey,850,0.9962749742700948,concept:athleteplaysforteam,concept:sportsteam:pistons
125,concept:athlete:zach_duke,850,0.9375,concept:athleteledsportsteam,concept:sportsteam:trail_blazers
126,concept:athlete:zach_duke,850,1.0,concept:athleteplaysforteam,concept:sportsteam:sun_devils
127,concept:athlete:zach_duke,850,0.99675,concept:athleteplaysinleague,concept:sportsleague:mlb
128,concept:athlete:zach_duke,850,0.98425,concept:athleteplayssport,concept:sport:baseball
129,concept:athlete:mike_smith,850,0.998046875,concept:athleteplaysforteam,concept:sportsteam:tampa
130,concept:coach:ronnie_brewer,850,1.0,concept:athleteledsportsteam,concept:sportsteam:milwaukee_bucks
131,concept:coach:ronnie_brewer,850,0.9999958893852843,concept:athleteplaysforteam,concept:sportsteam:tampa_bay_devil_rays
132,concept:coach:ronnie_brewer,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
133,concept:coach:ronnie_brewer,850,0.948,concept:athleteplayssport,concept:sport:basketball
134,concept:athlete:casey_blake,850,1.0,concept:athleteplaysforteam,concept:sportsteam:rangers
135,concept:athlete:casey_blake,850,0.983875,concept:athleteplaysinleague,concept:sportsleague:mlb
136,concept:athlete:casey_blake,850,0.988875,concept:athleteplayssport,concept:sport:baseball
137,concept:athlete:lamarcus_aldridge,850,0.99993896484375,concept:athleteplaysforteam,concept:sportsteam:trail_blazers
138,concept:athlete:lamarcus_aldridge,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
139,concept:athlete:rafer_alston,850,0.9921875,concept:athleteledsportsteam,concept:sportsteam:houston_rockets
140,concept:athlete:rafer_alston,850,1.0,concept:athleteplaysforteam,concept:sportsteam:houston_rockets
141,concept:athlete:rafer_alston,850,0.9918957730595582,concept:athleteplaysinleague,concept:sportsleague:nba
142,concept:athlete:rafer_alston,850,0.911,concept:athleteplayssport,concept:sport:basketball
143,concept:athlete:bostjan_nachbar,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
144,concept:athlete:tyson_chandler,850,1.0,concept:athleteledsportsteam,concept:sportsteam:alabama_st_hornets
145,concept:athlete:tyson_chandler,850,1.0,concept:athleteplaysforteam,concept:sportsteam:alabama_st_hornets
146,concept:athlete:tyson_chandler,850,0.995125,concept:athleteplaysinleague,concept:sportsleague:mlb
147,concept:athlete:tyson_chandler,850,0.98425,concept:athleteplayssport,concept:sport:baseball
148,concept:athlete:michael_beasley,850,0.9921875,concept:athleteplaysforteam,concept:sportsteam:miami_heat
149,concept:athlete:michael_beasley,850,0.944,concept:athleteplaysinleague,concept:sportsleague:nfl
150,concept:athlete:michael_beasley,850,0.907,concept:athleteplayssport,concept:sport:football
151,concept:coach:nick_young,850,1.0,concept:athleteledsportsteam,concept:sportsteam:philadelphia_76ers
152,concept:coach:nick_young,850,1.0,concept:athleteplaysforteam,concept:sportsteam:clippers
153,concept:coach:nick_young,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
154,concept:coach:nick_young,850,0.99999218603125,concept:athleteplayssport,concept:sport:baseball
155,concept:coach:andrei_markov,850,0.9689216559391972,concept:athleteledsportsteam,concept:sportsteam:utah_jazz
156,concept:coach:andrei_markov,850,0.99951171884156,concept:athleteplaysforteam,concept:sportsteam:utah_jazz
157,concept:coach:andrei_markov,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
158,concept:athlete:kevin_burleson,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
159,concept:athlete:frank_robinson,850,0.9670000000000001,concept:athleteplaysinleague,concept:sportsleague:mlb
160,concept:athlete:frank_robinson,850,0.98425,concept:athleteplayssport,concept:sport:baseball
161,concept:personasia:chien_ming_wang,850,0.998046875,concept:athleteplaysforteam,concept:sportsteam:yankees
162,concept:personasia:chien_ming_wang,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
163,concept:personasia:chien_ming_wang,850,0.992125,concept:athleteplayssport,concept:sport:baseball
164,concept:athlete:luol_deng,850,1.0,concept:athleteledsportsteam,concept:sportsteam:bulls
165,concept:athlete:luol_deng,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:bulls
166,concept:athlete:jason_hammel,850,1.0,concept:athleteplayssport,concept:sport:baseball
167,concept:athlete:willie_parker,850,0.902,concept:athleteplaysinleague,concept:sportsleague:nfl
168,concept:athlete:willie_parker,850,0.907,concept:athleteplayssport,concept:sport:football
169,concept:athlete:brent_barry,850,1.0,concept:athleteledsportsteam,concept:sportsteam:los_angeles_clippers
170,concept:athlete:brent_barry,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
171,concept:athlete:carlos_gomez,850,0.9921875,concept:athleteledsportsteam,concept:sportsteam:twins
172,concept:athlete:carlos_gomez,850,0.9980716055795973,concept:athleteplaysforteam,concept:sportsteam:bulls
173,concept:athlete:carlos_gomez,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
174,concept:athlete:carlos_gomez,850,0.98425,concept:athleteplayssport,concept:sport:baseball
175,concept:athlete:roberto_alomar,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:new_york_mets
176,concept:athlete:roberto_alomar,850,0.934,concept:athleteplaysinleague,concept:sportsleague:mlb
177,concept:athlete:roberto_alomar,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
178,concept:personasia:bobby_abreu,850,0.9961152069937271,concept:athleteledsportsteam,concept:sportsteam:san_antonio
179,concept:personasia:bobby_abreu,850,1.0,concept:athleteplaysforteam,concept:sportsteam:celtics
180,concept:personasia:bobby_abreu,850,0.9996796875,concept:athleteplaysinleague,concept:sportsleague:mlb
181,concept:personasia:bobby_abreu,850,0.9999645625,concept:athleteplayssport,concept:sport:baseball
182,concept:athlete:jason_maxiell,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
183,concept:athlete:mickael_pietrus,850,0.9921875,concept:athleteplaysforteam,concept:sportsteam:magic
184,concept:athlete:brandon_bass,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
185,concept:athlete:jordan_staal,850,1.0,concept:athleteplaysforteam,concept:sportsteam:penguins
186,concept:athlete:jordan_staal,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
187,concept:athlete:jordan_staal,850,0.911,concept:athleteplayssport,concept:sport:hockey
188,concept:athlete:elton_brand,850,1.0,concept:athleteledsportsteam,concept:sportsteam:bulls
189,concept:athlete:elton_brand,850,0.999755859375,concept:athleteplaysforteam,concept:sportsteam:clippers
190,concept:athlete:elton_brand,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
191,concept:athlete:elton_brand,850,0.911,concept:athleteplayssport,concept:sport:basketball
192,concept:athlete:bruce_bowen,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
193,concept:athlete:steve_yzerman,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:red_wings
194,concept:athlete:marquis_daniels,850,1.0,concept:athleteledsportsteam,concept:sportsteam:dallas_mavericks
195,concept:athlete:marquis_daniels,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:indiana_pacers
196,concept:athlete:marquis_daniels,850,0.951065695023251,concept:athleteplaysinleague,concept:sportsleague:nba
197,concept:athlete:marquis_daniels,850,0.911,concept:athleteplayssport,concept:sport:basketball
198,concept:athlete:david_purcey,850,0.9375,concept:athleteplayssport,concept:sport:baseball
199,concept:athlete:chris_kaman,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
200,concept:athlete:rick_nash,850,1.0,concept:athleteledsportsteam,concept:sportsteam:colts
201,concept:athlete:rick_nash,850,1.0,concept:athleteplaysforteam,concept:sportsteam:colts
202,concept:athlete:rick_nash,850,0.959,concept:athleteplaysinleague,concept:sportsleague:major_league_baseball
203,concept:athlete:rick_nash,850,1.0,concept:athleteplayssport,concept:sport:football
204,concept:athlete:troy_murphy,850,0.963,concept:athleteplayssport,concept:sport:basketball
205,concept:athlete:mike_hampton,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:houston_astros
206,concept:athlete:mike_hampton,850,0.99675,concept:athleteplaysinleague,concept:sportsleague:mlb
207,concept:athlete:kenny_lofton,850,0.99993896484375,concept:athleteplaysforteam,concept:sportsteam:washington_wizards
208,concept:athlete:kenny_lofton,850,0.99984075,concept:athleteplaysinleague,concept:sportsleague:mlb
209,concept:athlete:kenny_lofton,850,0.9997519375,concept:athleteplayssport,concept:sport:baseball
210,concept:athlete:mike_lowell,850,1.0,concept:athleteplaysforteam,concept:sportsteam:red_sox
211,concept:athlete:mike_lowell,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
212,concept:athlete:mike_lowell,850,0.98425,concept:athleteplayssport,concept:sport:baseball
213,concept:athlete:jason_campbell,850,0.96875,concept:athleteledsportsteam,concept:sportsteam:washington_redskins
214,concept:athlete:jason_campbell,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:washington_redskins
215,concept:athlete:willie_hernandez,850,0.974,concept:athleteplaysinleague,concept:sportsleague:mlb
216,concept:personasia:chin_hui_tsao,850,0.9375,concept:athleteplayssport,concept:sport:baseball
217,concept:athlete:bronson_arroyo,850,1.0,concept:athleteplaysforteam,concept:sportsteam:reds
218,concept:athlete:bronson_arroyo,850,0.982625,concept:athleteplaysinleague,concept:sportsleague:mlb
219,concept:athlete:bronson_arroyo,850,1.0,concept:athleteplayssport,concept:sport:baseball
220,concept:coach:aaron_rowand,850,0.9375,concept:athleteledsportsteam,concept:sportsteam:houston_rockets
221,concept:coach:aaron_rowand,850,1.0,concept:athleteplaysforteam,concept:sportsteam:green_bay_packers
222,concept:coach:aaron_rowand,850,1.0,concept:athleteplaysinleague,concept:sportsleague:mlb
223,concept:coach:aaron_rowand,850,0.99998449609375,concept:athleteplayssport,concept:sport:baseball
224,concept:personasia:kareem_abdul_jabbar,850,0.948,concept:athleteplayssport,concept:sport:basketball
225,concept:personasia:chad_hutchinson,850,0.9375,concept:athleteledsportsteam,concept:sportsteam:new_york_jets
226,concept:personasia:chad_hutchinson,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:carolina_hurricanes
227,concept:personasia:chad_hutchinson,850,0.99962025,concept:athleteplaysinleague,concept:sportsleague:mlb
228,concept:personasia:chad_hutchinson,850,0.9997519375,concept:athleteplayssport,concept:sport:baseball
229,concept:athlete:manu_ginobili,850,1.0,concept:athleteledsportsteam,concept:sportsteam:spurs
230,concept:athlete:manu_ginobili,850,0.99993896484375,concept:athleteplaysforteam,concept:sportsteam:spurs
231,concept:athlete:manu_ginobili,850,0.9286184671044841,concept:athleteplaysinleague,concept:sportsleague:nba
232,concept:athlete:rich_harden,850,0.999755859375,concept:athleteplaysforteam,concept:sportsteam:cubs
233,concept:athlete:rich_harden,850,0.999920375,concept:athleteplaysinleague,concept:sportsleague:mlb
234,concept:athlete:rich_harden,850,0.9999689921875,concept:athleteplayssport,concept:sport:baseball
235,concept:athlete:garrett_atkins,850,1.0,concept:athleteplaysforteam,concept:sportsteam:rockies
236,concept:athlete:garrett_atkins,850,0.9805,concept:athleteplaysinleague,concept:sportsleague:mlb
237,concept:athlete:garrett_atkins,850,0.98425,concept:athleteplayssport,concept:sport:baseball
238,concept:athlete:cuttino_mobley,850,1.0,concept:athleteledsportsteam,concept:sportsteam:houston_rockets
239,concept:athlete:cuttino_mobley,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
240,concept:athlete:jason_bergmann,850,0.996375,concept:athleteplayssport,concept:sport:baseball
241,concept:athlete:antonio_daniels,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
242,concept:athlete:andrea_bargnani,850,0.9997572004371061,concept:athleteledsportsteam,concept:sportsteam:toronto_raptors
243,concept:athlete:andrea_bargnani,850,0.9999923706069012,concept:athleteplaysforteam,concept:sportsteam:toronto_raptors
244,concept:athlete:andrea_bargnani,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
245,concept:personus:derek_lowe,850,0.9375,concept:athleteledsportsteam,concept:sportsteam:phoenix_suns
246,concept:personus:derek_lowe,850,1.0,concept:athleteplaysforteam,concept:sportsteam:atlanta_braves
247,concept:personus:derek_lowe,850,0.9919375,concept:athleteplaysinleague,concept:sportsleague:mlb
248,concept:personus:derek_lowe,850,0.992125,concept:athleteplayssport,concept:sport:baseball
249,concept:athlete:jeff_bagwell,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:houston_astros
250,concept:athlete:daniel_hudson,850,1.0,concept:athleteplayssport,concept:sport:baseball
251,concept:coach:andy_johnson,850,0.99951171875,concept:athleteledsportsteam,concept:sportsteam:nets
252,concept:coach:andy_johnson,850,0.9999998754940272,concept:athleteplaysforteam,concept:sportsteam:yankees
253,concept:coach:andy_johnson,850,0.99939975,concept:athleteplaysinleague,concept:sportsleague:mlb
254,concept:coach:andy_johnson,850,0.9997519375,concept:athleteplayssport,concept:sport:baseball
255,concept:athlete:tom_watson,850,0.9921875,concept:athleteplayssport,concept:sport:golf
256,concept:personus:david_price,850,0.98775,concept:athleteplaysinleague,concept:sportsleague:mlb
257,concept:personus:david_price,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
258,concept:coach:al_thornton,850,1.0,concept:athleteledsportsteam,concept:sportsteam:celtics
259,concept:coach:al_thornton,850,0.9999999772760838,concept:athleteplaysforteam,concept:sportsteam:nets
260,concept:coach:al_thornton,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
261,concept:coach:al_thornton,850,0.999163,concept:athleteplayssport,concept:sport:football
262,concept:athlete:jason_schmidt,850,0.96775,concept:athleteplaysinleague,concept:sportsleague:mlb
263,concept:athlete:jason_schmidt,850,0.98425,concept:athleteplayssport,concept:sport:baseball
264,concept:athlete:michael_leighton,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:carolina
265,concept:personus:miller,850,0.99375,concept:athleteplaysinleague,concept:sportsleague:nba
266,concept:personus:andrew_johnson,850,1.0,concept:athleteplaysforteam,concept:sportsteam:houston_astros
267,concept:personus:andrew_johnson,850,0.9979375,concept:athleteplaysinleague,concept:sportsleague:mlb
268,concept:personus:andrew_johnson,850,0.992125,concept:athleteplayssport,concept:sport:baseball
269,concept:personus:tommy_hanson,850,0.9935,concept:athleteplaysinleague,concept:sportsleague:mlb
270,concept:personus:tommy_hanson,850,0.98425,concept:athleteplayssport,concept:sport:baseball
271,concept:athlete:mike_aviles,850,0.96875,concept:athleteplaysforteam,concept:geopoliticallocation:manchester_city
272,concept:athlete:mike_aviles,850,0.993375,concept:athleteplaysinleague,concept:sportsleague:mlb
273,concept:athlete:mike_aviles,850,0.9685,concept:athleteplayssport,concept:sport:baseball
274,concept:athlete:david_weathers,850,0.9994375,concept:athleteplayssport,concept:sport:baseball
275,concept:athlete:dave_thomas,850,0.9998200999424848,concept:athleteplayssport,concept:sport:golf
276,concept:athlete:george_c__thomas,850,0.9375,concept:athleteplayssport,concept:sport:golf
277,concept:personus:josh_beckett,850,1.0,concept:athleteplaysforteam,concept:sportsteam:red_sox
278,concept:personus:josh_beckett,850,0.98775,concept:athleteplaysinleague,concept:sportsleague:mlb
279,concept:personus:josh_beckett,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
280,concept:athlete:jeff_nelson,850,0.992,concept:athleteplaysinleague,concept:sportsleague:mlb
281,concept:athlete:jeff_nelson,850,0.9685,concept:athleteplayssport,concept:sport:baseball
282,concept:athlete:bobby_jackson,850,1.0,concept:athleteledsportsteam,concept:sportsteam:denver_nuggets
283,concept:athlete:bobby_jackson,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
284,concept:personus:justin_speier,850,0.9375,concept:athleteplayssport,concept:sport:baseball
285,concept:personus:matt_treanor,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:marlins
